001_0002;0.314285714;0.575902998;0.736744584;0.618126543;0.643356643;0.771936798;0.598218644;0.824552816;0.847560976;0.490979356;0.167058515;0.672198714;1
001_0003;0.314285714;0.572556077;0.732124782;0.614361203;0.643356643;0.773665049;0.340208962;0.825070823;0.841463415;0.499072926;0.169402408;0.676096449;1
001_0004;0.419047619;0.628361799;0.752833186;0.659130499;0.678321678;0.779319174;0.250426362;0.831480505;0.853658537;0.492030253;0.172261108;0.657919383;1
001_0005;0.419047619;0.628017905;0.751892534;0.651616668;0.678321678;0.781277148;0.264331028;0.833224619;0.853658537;0.495171191;0.166073697;0.663658123;1
001_0006;0.428571429;0.635545854;0.748193036;0.658314914;0.678321678;0.781277148;0.250183063;0.833100169;0.847560976;0.500367559;0.169553859;0.666980973;1
001_0007;0.552380952;0.783207546;0.813939974;0.777643461;0.79020979;0.776619672;0.107377334;0.857918744;0.896341463;0.465688589;0.153949666;0.662092624;1
001_0008;0.542857143;0.776679601;0.812690375;0.774262282;0.776223776;0.78274272;0.125339209;0.85868266;0.890243902;0.474972159;0.14681528;0.674171151;1
002_0002;0.79047619;0.572928793;0.161441281;0.550073842;0.699300699;0.474481508;0.248197291;0.537512658;0.75;0.354744398;0.398552987;0.443997904;2
002_0003;0.723809524;0.531780074;0.168751688;0.511957375;0.657342657;0.451244342;0.246238775;0.515849312;0.731707317;0.360612792;0.384204922;0.450711719;2
002_0004;0.780952381;0.54124352;0.131585423;0.524759524;0.692307692;0.449659101;0.24800871;0.516892929;0.75;0.336992625;0.376266649;0.428299914;2
002_0005;0.714285714;0.530188767;0.243867924;0.50987552;0.657342657;0.450055854;0.271801678;0.509332333;0.737804878;0.351604424;0.403230543;0.444358633;2
002_0006;0.761904762;0.547861696;0.178022141;0.526212297;0.685314685;0.455186987;0.259896267;0.51780092;0.75;0.348087816;0.384752629;0.439026422;2
002_0007;0.80952381;0.545922337;0.172466362;0.525619249;0.692307692;0.456364152;0.26855183;0.518231586;0.743902439;0.330408709;0.373821903;0.419623882;2
002_0008;0.771428571;0.528193863;0.191172434;0.507105113;0.671328671;0.450055854;0.276090731;0.509829701;0.737804878;0.338802609;0.368810347;0.43196886;2
003_0002;0.980952381;0.697567;0.02311247;0.66021219;0.839160839;0.534565773;0.14043663;0.627138895;0.835365854;0.319945386;0.27602829;0.438882246;3
003_0003;1;0.701632703;0.000216489;0.670489092;0.846153846;0.541373418;0.126565881;0.646209577;0.835365854;0.315373836;0.281380622;0.432924961;3
003_0004;0.885714286;0.641647384;0.085812143;0.596326746;0.79020979;0.48164033;0.182413618;0.547332852;0.829268293;0.263152732;0.336505768;0.359413173;3
003_0005;0.904761905;0.661298977;0.05614441;0.617124325;0.804195804;0.487969405;0.176262739;0.558616919;0.835365854;0.261373762;0.334160106;0.36261046;3
003_0006;0.923809524;0.664251601;0.063543855;0.622304925;0.818181818;0.481265817;0.171721788;0.559554874;0.841463415;0.250491747;0.328901075;0.352919987;3
003_0007;0.828571429;0.634864731;0.116377293;0.578739533;0.769230769;0.493129308;0.167879844;0.574262676;0.835365854;0.317666374;0.214698792;0.57017447;3
003_0008;0.857142857;0.690321864;0.071926391;0.626493398;0.79020979;0.558075936;0.102806989;0.67527585;0.829268293;0.389790983;0.123362817;0.698461061;3
004_0002;0.457142857;0.703813289;0.705093891;0.655099202;0.594405594;0.737121555;0.210926599;0.757118487;0.695121951;0.507052719;0.217588547;0.620007302;4
004_0003;0.466666667;0.70908419;0.690935784;0.654606415;0.601398601;0.743026104;0.200206944;0.763684746;0.701219512;0.510620463;0.222211513;0.624110594;4
004_0004;0.476190476;0.699758829;0.683751547;0.64712656;0.601398601;0.736348256;0.214720385;0.756129922;0.695121951;0.509603354;0.220337373;0.620413543;4
004_0005;0.476190476;0.701944583;0.694150569;0.649771162;0.601398601;0.734282546;0.204756075;0.754955554;0.68902439;0.506285321;0.226261436;0.616509108;4
004_0006;0.476190476;0.695369045;0.685060556;0.643411589;0.594405594;0.73143363;0.221149172;0.751071094;0.682926829;0.507819094;0.226476277;0.617659296;4
004_0007;0.428571429;0.704435213;0.732417859;0.674935784;0.664335664;0.763492203;0.156291796;0.792386154;0.762195122;0.521194225;0.190396478;0.648283886;4
004_0008;0.428571429;0.70908419;0.738665554;0.68152436;0.671328671;0.769461786;0.154936207;0.799131302;0.768292683;0.521443672;0.196294203;0.646980717;4
005_0002;0.304761905;0.383823347;0.607267295;0.449330227;0.531468531;0.537297808;0.211270589;0.586195333;0.743902439;0.408971806;0.219168935;0.555507835;5
005_0003;0.304761905;0.371668162;0.587644241;0.421233687;0.524475524;0.531477695;0.219102781;0.57674163;0.743902439;0.407428685;0.21405961;0.555062329;5
005_0004;0.304761905;0.378049482;0.599243578;0.439049995;0.524475524;0.531477695;0.211198845;0.579739413;0.731707317;0.405880546;0.217776542;0.552154308;5
005_0005;0.304761905;0.382778812;0.612262581;0.443178735;0.524475524;0.527682142;0.219578408;0.57526102;0.731707317;0.400264924;0.218535813;0.547555945;5
005_0006;0.304761905;0.3748698;0.594393036;0.423603999;0.524475524;0.531477695;0.220357318;0.578357365;0.737804878;0.405880546;0.22077597;0.549473778;5
005_0007;0.285714286;0.40773782;0.624741212;0.463953337;0.559440559;0.543738602;0.205829977;0.592952799;0.731707317;0.401205522;0.224145344;0.545370282;5
005_0008;0.285714286;0.40773782;0.626405693;0.463428913;0.566433566;0.545422562;0.18796354;0.599745985;0.731707317;0.403704627;0.215686961;0.556068342;5
006_0002;0.542857143;0.613773354;0.677286684;0.586370907;0.755244755;0.490555168;0.209567224;0.569464379;0.926829268;0.332248422;0.227064748;0.494621976;6
006_0003;0.59047619;0.661298977;0.671914271;0.615657184;0.776223776;0.514384461;0.209645109;0.592927541;0.932926829;0.326703601;0.230920893;0.489784776;6
006_0004;0.619047619;0.665560168;0.644036118;0.605799615;0.804195804;0.506548539;0.206173917;0.583114476;0.957317073;0.305277111;0.243657414;0.464671361;6
006_0005;0.60952381;0.683647396;0.680553665;0.626989027;0.79020979;0.51931781;0.216775175;0.596714931;0.93902439;0.30330401;0.246118042;0.464028299;6
006_0006;0.59047619;0.642996371;0.654336479;0.591843331;0.776223776;0.495326582;0.214668722;0.570292736;0.932926829;0.303699467;0.24921799;0.460567366;6
