001_0001;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.765306122;0.42517189;0.339004059;0.474067763;0.705882353;0.25660012;0.493548883;0.253498822;0.288135593;0.428478413;0.641690424;0.398750107;1;1
001_0010;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.704081633;0.346229898;0.489445334;0.298733529;0.735294118;0.25660012;0.475261433;0.237261728;0.338983051;0.504859201;0.656264457;0.484190499;1;10
002_0001;0.709393378;0.709393378;0.508200932;0.508200932;0.042592546;0.042592546;0.461652172;0.581741999;0.055132039;0.018481255;0.709393378;0.709393378;0.508200932;0.508200932;0.042592546;0.042592546;0.461652172;0.581741999;0.055132039;0.018481255;0.709393378;0.709393378;0.508200932;0.508200932;0.042592546;0.042592546;0.461652172;0.581741999;0.055132039;0.018481255;0.709393378;0.709393378;0.508200932;0.508200932;0.042592546;0.042592546;0.461652172;0.581741999;0.055132039;0.018481255;0.765306122;0.262060843;0.472686688;0.276644218;0.647058824;0.06415003;0.406495035;0.129812281;0.084745763;0.0625;0.517266399;0.103801585;2;1
002_0010;0.563195698;0.563195698;0.490224454;0.490224454;0.017612598;0.017612598;0.367992685;0.448737143;0.116010124;0.03226316;0.563195698;0.563195698;0.490224454;0.490224454;0.017612598;0.017612598;0.367992685;0.448737143;0.116010124;0.03226316;0.563195698;0.563195698;0.490224454;0.490224454;0.017612598;0.017612598;0.367992685;0.448737143;0.116010124;0.03226316;0.563195698;0.563195698;0.490224454;0.490224454;0.017612598;0.017612598;0.367992685;0.448737143;0.116010124;0.03226316;0.530612245;0.559787058;0.730064926;0.430908296;0.647058824;0.15713484;0.461841829;0.20485707;0.084745763;0.082679728;0.533019769;0.136081539;2;10
003_0001;0.6674614;0.6674614;0.47688321;0.47688321;0.040468517;0.040468517;0.404885555;0.515645935;0.092882269;0.022581121;0.6674614;0.6674614;0.47688321;0.47688321;0.040468517;0.040468517;0.404885555;0.515645935;0.092882269;0.022581121;0.6674614;0.6674614;0.47688321;0.47688321;0.040468517;0.040468517;0.404885555;0.515645935;0.092882269;0.022581121;0.6674614;0.6674614;0.47688321;0.47688321;0.040468517;0.040468517;0.404885555;0.515645935;0.092882269;0.022581121;0.744897959;0.337504908;0.471909478;0.284288417;0.647058824;0.12830006;0.442990237;0.181471082;0.084745763;0.088388348;0.502616455;0.136598933;3;1
003_0010;0.663509169;0.663509169;0.189175839;0.189175839;0.011272454;0.011272454;0.09860717;0.182201208;0.168836488;0.070241962;0.663509169;0.663509169;0.189175839;0.189175839;0.011272454;0.011272454;0.09860717;0.182201208;0.168836488;0.070241962;0.663509169;0.663509169;0.189175839;0.189175839;0.011272454;0.011272454;0.09860717;0.182201208;0.168836488;0.070241962;0.663509169;0.663509169;0.189175839;0.189175839;0.011272454;0.011272454;0.09860717;0.182201208;0.168836488;0.070241962;0.785714286;0.249021424;0.538028453;0.209200502;0.647058824;0.06415003;0.396365751;0.121860942;0.084745763;0.125;0.575644927;0.231580661;3;10
004_0001;0.558883114;0.558883114;0.118656524;0.118656524;0.001195247;0.001195247;0.010306723;0.046929065;0.233018572;0.223445347;0.558883114;0.558883114;0.118656524;0.118656524;0.001195247;0.001195247;0.010306723;0.046929065;0.233018572;0.223445347;0.558883114;0.558883114;0.118656524;0.118656524;0.001195247;0.001195247;0.010306723;0.046929065;0.233018572;0.223445347;0.558883114;0.558883114;0.118656524;0.118656524;0.001195247;0.001195247;0.010306723;0.046929065;0.233018572;0.223445347;0.704081633;0.431924789;0.392576864;0.41022366;0.705882353;0.32075015;0.562720023;0.348947391;0.288135593;0.510629207;0.73439391;0.537765889;4;1
004_0010;0.497160402;0.497419659;0.161639813;0.162065875;0.002115875;0.002115875;0.037728373;0.083410329;0.244673558;0.145449047;0.497160402;0.497419659;0.161639813;0.162065875;0.002115875;0.002115875;0.037728373;0.083410329;0.244673558;0.145449047;0.497160402;0.497419659;0.161639813;0.162065875;0.002115875;0.002115875;0.037728373;0.083410329;0.244673558;0.145449047;0.497160402;0.497419659;0.161639813;0.162065875;0.002115875;0.002115875;0.037728373;0.083410329;0.244673558;0.145449047;0.673469388;0.487150937;0.363656945;0.461916197;0.647058824;0.21276158;0.495068769;0.261924233;0.254237288;0.416927002;0.687312388;0.451300333;4;10
005_0001;0.479941462;0.479941462;0.129427053;0.129427053;0.001616219;0.001616219;0.014069526;0.04827225;0.271370311;0.204216228;0.479941462;0.479941462;0.129427053;0.129427053;0.001616219;0.001616219;0.014069526;0.04827225;0.271370311;0.204216228;0.479941462;0.479941462;0.129427053;0.129427053;0.001616219;0.001616219;0.014069526;0.04827225;0.271370311;0.204216228;0.479941462;0.479941462;0.129427053;0.129427053;0.001616219;0.001616219;0.014069526;0.04827225;0.271370311;0.204216228;0.642857143;0.452397609;0.400547408;0.426437135;0.764705882;0.405720413;0.580528661;0.376915663;0.338983051;0.548435274;0.709486078;0.545388706;5;1
005_0010;0.496809233;0.496809233;0.085459459;0.085459459;0.002832429;0.002832429;0.013249818;0.044178129;0.2887734;0.254425044;0.496809233;0.496809233;0.085459459;0.085459459;0.002832429;0.002832429;0.013249818;0.044178129;0.2887734;0.254425044;0.496809233;0.496809233;0.085459459;0.085459459;0.002832429;0.002832429;0.013249818;0.044178129;0.2887734;0.254425044;0.496809233;0.496809233;0.085459459;0.085459459;0.002832429;0.002832429;0.013249818;0.044178129;0.2887734;0.254425044;0.734693878;0.395015246;0.399770988;0.387237582;0.764705882;0.395447343;0.577166388;0.372625882;0.355932203;0.56423344;0.709669136;0.559968863;5;10
