"001_0001	0.693654568	0.693648419	0.144903779	0.144887832	0.001866834	0.001866834	0.007672669	0.029616621	0.324988758	0.203817044	0.693654568	0.693648419	0.144903779	0.144887832	0.001866834	0.001866834	0.007672669	0.029616621	0.324988758	0.203817044	0.693654568	0.693648419	0.144903779	0.144887832	0.001866834	0.001866834	0.007672669	0.029616621	0.324988758	0.203817044	0.693654568	0.693648419	0.144903779	0.144887832	0.001866834	0.001866834	0.007672669	0.029616621	0.324988758	0.203817044	0.584745763	0.609522978	0.761942592	0.688556945	0.675	0.7020817	0.268493836	0.710166014	0.76969697	0.609400553	0.177771512	0.716565815	1"
"001_0022	0.54787771	0.54787771	0.06075919	0.06075919	0.012465537	0.012465537	0.002829987	0.004012513	0.646211981	0.372721494	0.54787771	0.54787771	0.06075919	0.06075919	0.012465537	0.012465537	0.002829987	0.004012513	0.646211981	0.372721494	0.54787771	0.54787771	0.06075919	0.06075919	0.012465537	0.012465537	0.002829987	0.004012513	0.646211981	0.372721494	0.54787771	0.54787771	0.06075919	0.06075919	0.012465537	0.012465537	0.002829987	0.004012513	0.646211981	0.372721494	0.381355932	0.450164024	0.718871035	0.503584226	0.6125	0.579673743	0.812144889	0.558694129	0.775757576	0.49294981	0.26272605	0.547321727	1"
"002_0001	0.709393378	0.709393378	0.508200932	0.508200932	0.042592546	0.042592546	0.461652172	0.581741999	0.055132039	0.018481255	0.709393378	0.709393378	0.508200932	0.508200932	0.042592546	0.042592546	0.461652172	0.581741999	0.055132039	0.018481255	0.709393378	0.709393378	0.508200932	0.508200932	0.042592546	0.042592546	0.461652172	0.581741999	0.055132039	0.018481255	0.709393378	0.709393378	0.508200932	0.508200932	0.042592546	0.042592546	0.461652172	0.581741999	0.055132039	0.018481255	0.449152542	0.262360174	0.284159717	0.254510409	0.39375	0.35366773	0.357257304	0.363456561	0.527272727	0.377219269	0.312449038	0.441478312	2"
"002_0048	0.657104047	0.657140715	0.212751844	0.212791467	0.003451013	0.003451013	0.072125969	0.155681962	0.147209342	0.102217236	0.657104047	0.657140715	0.212751844	0.212791467	0.003451013	0.003451013	0.072125969	0.155681962	0.147209342	0.102217236	0.657104047	0.657140715	0.212751844	0.212791467	0.003451013	0.003451013	0.072125969	0.155681962	0.147209342	0.102217236	0.657104047	0.657140715	0.212751844	0.212791467	0.003451013	0.003451013	0.072125969	0.155681962	0.147209342	0.102217236	0.652542373	0.590790467	0.538399569	0.591724334	0.6375	0.673077383	0.305348033	0.652003245	0.696969697	0.581046333	0.266619829	0.608696557	2"
"003_0001	0.6674614	0.6674614	0.47688321	0.47688321	0.040468517	0.040468517	0.404885555	0.515645935	0.092882269	0.022581121	0.6674614	0.6674614	0.47688321	0.47688321	0.040468517	0.040468517	0.404885555	0.515645935	0.092882269	0.022581121	0.6674614	0.6674614	0.47688321	0.47688321	0.040468517	0.040468517	0.404885555	0.515645935	0.092882269	0.022581121	0.6674614	0.6674614	0.47688321	0.47688321	0.040468517	0.040468517	0.404885555	0.515645935	0.092882269	0.022581121	0.449152542	0.228485547	0.530309268	0.215797432	0.375	0.30825603	0.700261648	0.295486242	0.551515152	0.298730224	0.705916791	0.313382946	3"
"003_0059	0.672991299	0.672991299	0.188956546	0.188956546	0.005176878	0.005176878	0.035915082	0.08521663	0.238936729	0.14113748	0.672991299	0.672991299	0.188956546	0.188956546	0.005176878	0.005176878	0.035915082	0.08521663	0.238936729	0.14113748	0.672991299	0.672991299	0.188956546	0.188956546	0.005176878	0.005176878	0.035915082	0.08521663	0.238936729	0.14113748	0.672991299	0.672991299	0.188956546	0.188956546	0.005176878	0.005176878	0.035915082	0.08521663	0.238936729	0.14113748	0.644067797	0.772565566	0.223250041	0.711393715	0.7	0.826578838	0.120185316	0.808018567	0.793939394	0.665053218	0.110295575	0.779846478	3"
"004_0001	0.558883114	0.558883114	0.118656524	0.118656524	0.001195247	0.001195247	0.010306723	0.046929065	0.233018572	0.223445347	0.558883114	0.558883114	0.118656524	0.118656524	0.001195247	0.001195247	0.010306723	0.046929065	0.233018572	0.223445347	0.558883114	0.558883114	0.118656524	0.118656524	0.001195247	0.001195247	0.010306723	0.046929065	0.233018572	0.223445347	0.558883114	0.558883114	0.118656524	0.118656524	0.001195247	0.001195247	0.010306723	0.046929065	0.233018572	0.223445347	0.415254237	0.594098421	0.753754891	0.645648324	0.6	0.772131817	0.300857289	0.726696172	0.781818182	0.572108156	0.215182566	0.631360616	4"
"004_0056	0.664673207	0.664741332	0.161824798	0.16168618	0.00213058	0.00213058	0.008699966	0.03414744	0.3152031	0.188938089	0.664673207	0.664741332	0.161824798	0.16168618	0.00213058	0.00213058	0.008699966	0.03414744	0.3152031	0.188938089	0.664673207	0.664741332	0.161824798	0.16168618	0.00213058	0.00213058	0.008699966	0.03414744	0.3152031	0.188938089	0.664673207	0.664741332	0.161824798	0.16168618	0.00213058	0.00213058	0.008699966	0.03414744	0.3152031	0.188938089	0.5	0.739865242	0.794236314	0.775864161	0.69375	0.863141757	0.142706026	0.855416452	0.781818182	0.649045507	0.123900819	0.791759009	4"
"005_0001	0.479941462	0.479941462	0.129427053	0.129427053	0.001616219	0.001616219	0.014069526	0.04827225	0.271370311	0.204216228	0.479941462	0.479941462	0.129427053	0.129427053	0.001616219	0.001616219	0.014069526	0.04827225	0.271370311	0.204216228	0.479941462	0.479941462	0.129427053	0.129427053	0.001616219	0.001616219	0.014069526	0.04827225	0.271370311	0.204216228	0.479941462	0.479941462	0.129427053	0.129427053	0.001616219	0.001616219	0.014069526	0.04827225	0.271370311	0.204216228	0.313559322	0.50207173	0.768938245	0.620450785	0.5	0.746289665	0.815263642	0.717975297	0.715151515	0.624112781	0.250799057	0.656825798	5"
"005_0025	0.534997587	0.534892087	0.078934539	0.078718287	0.004474823	0.004474823	0.008521649	0.028878499	0.369941736	0.287983088	0.534997587	0.534892087	0.078934539	0.078718287	0.004474823	0.004474823	0.008521649	0.028878499	0.369941736	0.287983088	0.534997587	0.534892087	0.078934539	0.078718287	0.004474823	0.004474823	0.008521649	0.028878499	0.369941736	0.287983088	0.534997587	0.534892087	0.078934539	0.078718287	0.004474823	0.004474823	0.008521649	0.028878499	0.369941736	0.287983088	0.355932203	0.471800413	0.719310457	0.551377623	0.5625	0.615109493	0.328609619	0.597213433	0.824242424	0.479007705	0.236471842	0.559155492	5"
